ts	req_id	url	curl_exit	http_code	time_total	time_connect	error
1778044368780	66	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368782	67	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368789	68	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368791	69	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368798	70	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368800	71	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368808	72	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368809	73	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368817	74	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368818	75	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368826	76	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368828	77	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368835	78	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368836	79	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368844	80	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368845	81	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368853	82	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368855	83	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368862	84	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368864	85	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368872	86	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368873	87	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368881	88	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368882	89	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368890	90	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368891	91	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368899	92	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368900	93	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368909	94	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368910	95	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368918	96	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368919	97	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368927	98	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368928	99	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368936	100	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368938	101	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368945	102	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368947	103	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368954	104	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368956	105	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368963	106	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368965	107	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368972	108	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368974	109	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368981	110	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368983	111	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368990	112	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368992	113	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044368999	114	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369001	116	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369001	115	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369009	117	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369011	118	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369012	119	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369018	120	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369020	121	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369023	122	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369027	123	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369029	124	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369032	125	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369036	126	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369037	127	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369042	128	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369046	129	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369047	130	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369051	131	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369055	132	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369056	133	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369059	134	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369064	135	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369066	136	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369069	137	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369074	138	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369075	139	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369078	140	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369083	141	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369084	142	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369088	143	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369092	144	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369095	145	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369097	146	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369102	147	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
1778044369104	148	https://jwxt.sit.edu.cn/	7	000	0.000000	0.000000	curl: (7) Failed to connect to jwxt.sit.edu.cn port 443 via 127.0.0.1 after 0 ms: Could not connect to server
